timestamp,v0,v1,result
2010-01-01 10:00:00,1.083356891792046,1.0,normal
2010-01-01 11:00:00,1.0015564851974779,1.0627905195293135,normal
2010-01-01 12:00:00,1.0463789734709563,1.1253332335643043,normal
2010-01-01 13:00:00,1.0549830159629066,1.1873813145857246,normal
2010-01-01 14:00:00,1.023322565436585,1.2486898871648549,normal
2010-01-01 15:00:00,1.0774103703502445,1.3090169943749475,normal
2010-01-01 16:00:00,1.0642035636938769,1.3681245526846779,normal
2010-01-01 17:00:00,1.0925846493590157,1.4257792915650727,normal
2010-01-01 18:00:00,1.0416732876635928,1.4817536741017152,normal
2010-01-01 19:00:00,1.0134244532866015,1.5358267949789965,normal
2010-01-01 20:00:00,1.0814281781302664,1.5877852522924731,normal
2010-01-01 21:00:00,1.0724367225716234,1.6374239897486897,normal
2010-01-01 22:00:00,1.0539834078340644,1.6845471059286887,normal
2010-01-01 23:00:00,1.0243169207290577,1.7289686274214116,normal
2010-01-02 00:00:00,1.0599125128707532,1.7705132427757893,normal
2010-01-02 01:00:00,1.0563922247166755,1.8090169943749475,normal
2010-01-02 02:00:00,1.035155424754399,1.8443279255020151,normal
2010-01-02 03:00:00,1.0646356591114241,1.8763066800438637,normal
2010-01-02 04:00:00,1.0609719633332959,1.9048270524660196,normal
2010-01-02 05:00:00,1.0580764721025437,1.9297764858882513,normal
2010-01-02 06:00:00,1.0726203838353978,1.9510565162951536,normal
2010-01-02 07:00:00,1.0099105392330776,1.9685831611286311,normal
2010-01-02 08:00:00,1.0109367249736378,1.9822872507286886,normal
2010-01-02 09:00:00,1.0135586721802157,1.992114701314478,normal
2010-01-02 10:00:00,1.0986296987071746,1.9980267284282716,normal
2010-01-02 11:00:00,1.0874532041241036,2.0,normal
2010-01-02 12:00:00,1.0587615759707991,1.9980267284282716,normal
2010-01-02 13:00:00,1.0068914342521322,1.9921147013144778,normal
2010-01-02 14:00:00,1.0427479364935821,1.9822872507286886,normal
2010-01-02 15:00:00,1.0461874394414235,1.9685831611286311,normal
2010-01-02 16:00:00,1.090040845874134,1.9510565162951536,normal
2010-01-02 17:00:00,1.0454113235641782,1.9297764858882513,normal
2010-01-02 18:00:00,1.0013170613463487,1.9048270524660196,normal
2010-01-02 19:00:00,1.0772507939926674,1.8763066800438635,normal
2010-01-02 20:00:00,1.0811996950613123,1.8443279255020149,normal
2010-01-02 21:00:00,1.0365643628776471,1.8090169943749475,normal
2010-01-02 22:00:00,1.0424187657301547,1.7705132427757893,normal
2010-01-02 23:00:00,1.0346639384553153,1.7289686274214113,normal
2010-01-03 00:00:00,1.0814096256213481,1.6845471059286887,normal
2010-01-03 01:00:00,1.0451803218860032,1.6374239897486897,normal
2010-01-03 02:00:00,1.0780695923724604,1.5877852522924734,normal
2010-01-03 03:00:00,1.0152043105076098,1.5358267949789965,normal
2010-01-03 04:00:00,1.0001644007822932,1.4817536741017157,normal
2010-01-03 05:00:00,1.001502146493281,1.4257792915650729,normal
2010-01-03 06:00:00,1.0046079563136052,1.3681245526846781,normal
2010-01-03 07:00:00,1.0083091039836494,1.3090169943749475,normal
2010-01-03 08:00:00,1.0616517299900561,1.2486898871648549,normal
2010-01-03 09:00:00,1.0827572794562348,1.1873813145857246,normal
2010-01-03 10:00:00,1.0975166503523968,1.1253332335643045,normal
2010-01-03 11:00:00,1.0970076957178567,1.0627905195293135,normal
2010-01-03 12:00:00,1.0969738131266806,1.0000000000000002,normal
2010-01-03 13:00:00,1.0067620397182677,0.93720948047068664,normal
2010-01-03 14:00:00,1.0636952075923518,0.87466676643569574,normal
2010-01-03 15:00:00,1.0934649533242002,0.81261868541427518,normal
2010-01-03 16:00:00,1.0107966008376648,0.75131011283514493,normal
2010-01-03 17:00:00,1.0121307806049633,0.69098300562505233,normal
2010-01-03 18:00:00,1.0641838457050197,0.63187544731532164,normal
2010-01-03 19:00:00,1.0365524980308993,0.57422070843492734,normal
2010-01-03 20:00:00,1.0812868519316818,0.51824632589828501,normal
2010-01-03 21:00:00,1.0117619745893607,0.46417320502100357,normal
2010-01-03 22:00:00,1.0225636698578224,0.41221474770752697,normal
2010-01-03 23:00:00,1.0971591368021463,0.36257601025131037,normal
2010-01-04 00:00:00,1.0209087885046642,0.31545289407131127,normal
2010-01-04 01:00:00,1.0667508145881162,0.27103137257858867,normal
2010-01-04 02:00:00,1.0121710296967223,0.22948675722421064,normal
2010-01-04 03:00:00,1.0877516816864647,0.19098300562505266,normal
2010-01-04 04:00:00,1.044370717066047,0.1556720744979847,normal
2010-01-04 05:00:00,1.0631896077433531,0.12369331995613642,normal
2010-01-04 06:00:00,1.0805137132324429,0.095172947533980201,normal
2010-01-04 07:00:00,1.0936611982425888,0.070223514111748542,normal
2010-01-04 08:00:00,1.0108935665229632,0.048943483704846469,normal
2010-01-04 09:00:00,1.0031276469982104,0.031416838871369035,normal
2010-01-04 10:00:00,1.0220204468633403,0.017712749271311279,normal
2010-01-04 11:00:00,1.0279724429723784,0.0078852986855222351,normal
2010-01-04 12:00:00,1.0678598897899254,0.001973271571728441,normal
2010-01-04 13:00:00,1.001327345787868,0.0,normal
2010-01-04 14:00:00,1.8500160261673641,1.011973271571728441,abnormal
2010-01-04 15:00:00,2.0145301464644254,1.0178852986855221241,abnormal
2010-01-04 16:00:00,3.0209307519745263,1.027712749271311279,abnormal
2010-01-04 17:00:00,4.0842576269403954,1.041416838871368924,abnormal
2010-01-04 18:00:00,5.069931437631251,1.058943483704846358,abnormal
2010-01-04 19:00:00,1.0912984129618917,0.070223514111748764,normal
2010-01-04 20:00:00,1.0192950016403752,0.095172947533980423,normal
2010-01-04 21:00:00,1.0917266601793496,0.12369331995613664,normal
2010-01-04 22:00:00,1.0353449614061101,0.15567207449798448,normal
2010-01-04 23:00:00,1.0662128591751268,0.19098300562505244,normal
2010-01-05 00:00:00,1.0598743246263691,0.22948675722421041,normal
2010-01-05 01:00:00,1.0491374105308704,0.27103137257858845,normal
2010-01-05 02:00:00,1.0500170845268593,0.31545289407131105,normal
